x,y,obstacle_type,is_charging_station,battery_level,path_length,navigation_success
19,6,dynamic,0,81.69,29,0
19,17,none,1,84.52,83,0
12,5,none,1,12.53,60,1
19,11,static,0,49.0,61,1
14,5,dynamic,1,62.53,20,1
10,24,none,1,69.73,84,1
21,5,static,0,21.73,57,1
29,23,static,0,39.97,100,0
8,24,dynamic,0,73.11,15,0
12,23,dynamic,1,68.26,74,1
11,22,dynamic,0,66.9,92,0
23,16,static,1,53.4,93,0
16,5,dynamic,0,74.28,86,1
22,12,dynamic,0,34.37,43,0
23,22,dynamic,0,89.57,46,0
28,14,static,1,43.62,51,0
6,17,dynamic,1,70.01,97,1
11,24,dynamic,0,48.85,19,1
9,12,dynamic,1,61.81,24,1
9,22,dynamic,0,85.07,39,0
16,10,dynamic,0,71.32,48,1
4,9,static,1,78.92,11,1
9,2,none,0,68.33,10,0
8,17,static,1,81.11,99,1
1,26,static,1,87.93,69,0
20,11,static,0,96.51,28,1
8,17,static,0,97.68,58,1
12,28,dynamic,1,27.41,6,1
21,3,none,0,34.74,35,1
5,18,none,0,58.04,86,1
7,28,none,1,70.04,60,0
28,5,dynamic,1,90.35,21,1
20,29,static,0,14.18,90,0
2,10,static,0,54.46,31,1
17,4,none,1,96.41,100,0
23,16,dynamic,0,91.82,13,0
23,11,dynamic,0,46.98,7,0
28,10,none,0,28.57,6,0
27,2,none,0,86.74,18,0
8,13,none,1,19.82,48,0
25,2,static,1,13.66,94,0
13,5,static,0,74.14,96,1
11,24,dynamic,1,17.07,87,1
0,23,static,1,25.35,53,0
8,24,dynamic,1,63.29,85,1
3,6,static,0,36.87,44,1
6,26,dynamic,1,62.89,77,0
26,14,static,1,76.56,22,0
8,28,none,0,78.38,6,1
0,6,static,0,98.6,85,1
8,14,static,1,26.64,88,1
24,14,static,0,38.28,72,1
26,4,static,0,81.81,89,0
18,23,static,0,91.58,91,1
6,3,none,1,79.77,74,1
6,23,static,1,95.29,55,0
22,2,dynamic,1,75.44,17,1
5,26,dynamic,1,66.12,21,0
10,3,static,0,59.02,94,1
17,26,dynamic,0,61.79,19,1
3,17,static,1,24.15,97,0
2,23,dynamic,1,53.0,90,1
23,25,dynamic,0,32.47,99,0
21,0,none,0,96.18,77,1
10,4,static,0,74.99,8,0
9,13,dynamic,0,11.69,42,0
28,14,static,0,39.78,81,1
19,11,dynamic,1,62.97,7,0
2,3,dynamic,1,18.27,33,0
13,18,none,0,48.53,61,1
13,26,none,1,44.27,80,1
0,9,none,0,63.22,29,1
28,14,dynamic,0,74.55,38,1
11,5,none,1,98.73,50,0
3,4,dynamic,1,94.16,40,0
6,9,static,1,33.84,45,0
25,23,none,1,52.9,79,1
15,4,static,1,93.71,36,0
10,4,static,0,95.62,54,1
2,8,static,1,26.27,63,0
20,20,static,1,66.42,82,1
15,21,dynamic,0,17.78,68,0
15,14,none,0,41.68,24,1
24,16,none,1,44.53,34,1
11,14,dynamic,0,56.92,50,0
13,23,dynamic,0,68.62,39,0
15,28,static,1,17.28,36,1
27,23,static,0,67.21,73,1
18,13,static,1,48.07,43,1
16,21,none,1,56.06,64,1
23,10,dynamic,1,24.1,84,1
2,0,static,1,90.09,28,1
23,11,dynamic,1,65.92,9,1
3,9,none,0,12.96,74,1
9,22,none,0,64.1,16,1
20,13,none,0,46.43,89,1
0,29,dynamic,0,29.6,16,0
16,26,static,1,93.1,7,1
15,1,static,0,63.13,30,0
27,18,static,0,68.06,43,0
24,5,none,1,76.87,72,1
5,18,none,0,71.88,40,1
21,1,dynamic,0,59.03,30,0
4,25,dynamic,0,16.32,47,0
8,11,dynamic,0,22.73,95,0
22,1,static,0,38.44,72,1
24,18,none,1,33.67,62,1
4,0,dynamic,0,97.51,78,0
23,3,none,0,43.65,98,1
9,17,dynamic,0,97.56,14,1
24,12,none,1,81.88,23,0
20,10,static,1,31.31,41,0
7,20,static,0,19.27,80,0
24,24,none,1,11.6,80,1
11,20,static,1,71.36,53,0
10,1,dynamic,0,11.77,87,1
15,0,static,0,53.51,24,1
26,11,static,1,98.78,40,1
11,10,static,1,46.99,73,0
24,15,dynamic,0,68.7,73,1
13,4,dynamic,1,22.78,5,1
0,16,static,0,61.41,80,1
24,8,dynamic,0,81.29,56,1
10,17,none,1,13.72,83,0
23,15,static,0,35.83,85,1
18,15,dynamic,1,81.41,27,1
3,24,none,1,24.78,19,1
28,0,static,0,71.89,73,1
23,2,static,0,14.55,98,1
29,3,static,0,49.35,99,0
14,7,static,1,51.68,32,1
6,15,dynamic,0,78.24,72,1
1,11,dynamic,1,44.12,61,0
12,24,static,1,71.87,37,1
26,10,none,1,34.54,9,0
10,29,static,0,28.29,91,0
29,10,none,1,22.49,19,1
7,26,dynamic,0,66.4,96,1
8,12,static,0,99.68,99,1
11,3,static,0,84.81,72,0
17,10,static,1,79.21,88,0
10,21,dynamic,0,16.15,57,0
1,8,dynamic,1,60.7,35,1
13,27,none,1,83.36,16,0
12,26,dynamic,1,61.66,27,1
2,26,dynamic,1,37.17,94,1
20,19,static,0,62.42,25,0
16,11,static,0,55.95,100,1
29,4,dynamic,1,15.54,70,1
16,18,none,0,63.26,20,0
0,29,static,1,53.18,43,0
14,28,none,1,53.04,41,0
21,0,static,0,61.38,21,1
29,23,static,0,58.35,97,0
12,1,static,1,33.21,6,0
15,12,static,1,81.37,96,0
19,16,static,0,54.39,86,0
6,6,dynamic,0,92.15,64,0
3,19,dynamic,0,42.14,35,0
28,18,dynamic,0,67.02,40,0
6,29,static,1,45.72,54,0
25,14,dynamic,1,94.74,40,1
12,5,static,1,55.95,63,1
29,21,static,0,90.35,64,1
7,6,static,0,79.15,99,1
4,16,static,0,63.38,59,0
19,0,static,1,29.06,45,0
9,9,static,1,14.47,23,0
8,1,none,0,82.91,55,1
29,11,none,0,38.89,62,0
26,5,static,1,28.43,63,1
16,14,static,1,84.34,79,0
16,7,dynamic,1,46.32,90,1
4,7,dynamic,1,81.41,38,1
1,5,none,1,79.86,84,0
4,21,static,1,16.01,51,0
17,5,none,0,95.37,73,1
22,9,dynamic,0,14.73,95,1
17,14,dynamic,1,65.18,42,0
20,4,none,1,46.72,50,0
19,6,static,0,80.69,28,1
14,16,dynamic,0,33.87,5,0
5,17,dynamic,1,69.41,59,1
8,7,dynamic,0,70.84,26,0
26,3,static,1,88.36,63,0
28,7,static,1,85.34,67,1
13,14,none,0,44.84,79,1
28,12,none,1,62.72,75,1
0,1,dynamic,0,45.51,28,1
22,1,none,1,51.28,90,0
8,9,static,1,71.78,17,0
17,21,static,1,63.15,86,1
16,19,dynamic,0,81.62,26,0
14,22,dynamic,1,18.43,91,1
18,25,dynamic,0,78.24,83,0
23,25,static,0,33.74,10,0
7,20,static,0,24.37,76,0
23,25,static,0,46.73,78,1
7,21,none,1,15.14,40,0
4,12,dynamic,1,30.21,69,1
24,16,none,1,60.88,54,1
18,11,dynamic,1,66.41,68,1
26,3,static,0,35.18,74,1
27,27,dynamic,1,45.29,7,1
29,21,static,0,13.97,19,1
19,8,dynamic,0,85.05,40,0
13,3,dynamic,1,78.7,60,0
21,1,dynamic,1,96.97,48,0
23,8,none,0,77.65,49,0
11,8,static,0,78.23,14,1
0,12,dynamic,0,81.93,23,0
13,28,static,0,30.62,15,1
9,7,none,1,92.34,32,0
26,14,none,0,67.35,18,1
2,17,static,0,20.05,80,0
6,14,dynamic,0,21.78,73,1
3,1,dynamic,1,98.97,27,1
11,18,dynamic,0,70.13,58,1
7,29,none,1,15.55,80,0
5,19,dynamic,0,93.53,28,1
11,4,dynamic,1,99.44,51,1
10,21,none,1,80.04,68,1
19,10,static,1,68.16,9,0
18,2,dynamic,1,96.54,12,1
21,27,static,0,74.62,86,0
15,27,dynamic,0,76.9,51,0
2,3,dynamic,0,90.51,75,0
7,0,none,1,51.85,89,1
19,13,none,1,96.77,79,0
23,5,dynamic,1,70.84,85,0
12,12,none,1,80.36,17,1
19,13,none,1,50.34,33,1
15,23,none,0,91.73,92,0
9,11,static,1,23.94,87,1
24,7,none,0,53.69,84,0
18,21,none,0,15.27,76,1
9,20,none,1,41.64,33,1
1,9,static,1,66.63,78,1
15,13,dynamic,1,86.33,94,1
13,9,none,0,32.75,54,1
26,5,dynamic,0,26.68,14,1
10,29,dynamic,1,27.88,77,0
1,25,static,0,13.23,12,0
21,29,static,1,85.03,26,0
29,27,static,0,34.72,34,0
13,8,static,1,77.91,37,1
18,7,none,0,35.78,53,0
13,0,dynamic,0,32.16,41,0
14,4,none,0,11.22,5,1
22,29,none,1,81.64,71,1
19,14,dynamic,1,96.01,54,1
23,6,none,0,88.39,66,1
6,9,static,1,77.33,48,0
24,21,static,0,51.18,72,1
8,20,none,1,46.01,80,0
21,7,none,0,71.43,32,1
28,15,dynamic,1,49.68,66,1
5,2,static,1,36.22,16,0
6,24,dynamic,1,65.59,78,0
20,29,none,0,36.89,7,1
9,3,none,0,82.12,88,1
19,14,none,1,15.75,8,0
21,2,dynamic,0,95.57,67,0
3,10,none,1,82.46,22,1
21,3,static,1,75.16,8,1
18,3,none,0,92.24,48,0
14,27,static,0,80.34,13,1
22,18,dynamic,1,89.25,64,0
4,6,static,1,55.11,27,0
13,0,none,1,32.06,55,1
7,20,static,0,31.83,52,1
25,29,none,1,20.39,85,0
6,26,dynamic,0,30.94,61,1
21,29,none,1,28.58,62,1
6,7,static,0,97.56,33,0
5,22,static,0,84.97,84,1
2,3,dynamic,1,31.27,71,0
28,7,dynamic,0,94.43,10,1
1,4,dynamic,0,96.12,7,0
9,21,dynamic,0,78.36,49,0
9,18,static,1,51.81,57,1
26,12,dynamic,1,34.95,39,1
10,3,none,1,75.81,73,1
25,27,none,0,51.03,39,0
8,3,none,0,24.76,18,1
9,3,static,1,19.19,74,0
8,0,dynamic,0,28.07,84,0
25,16,static,0,97.58,78,1
3,18,dynamic,1,35.85,10,1
29,13,dynamic,1,92.54,89,0
22,7,static,1,53.12,8,0
23,8,dynamic,0,49.68,29,0
20,20,static,0,30.78,94,0
14,1,dynamic,1,51.26,89,1
0,3,static,0,42.1,28,1
25,17,none,1,76.17,37,0
8,24,none,1,68.91,70,0
25,7,none,1,45.05,13,0
26,24,dynamic,1,76.48,42,1
28,10,static,0,44.02,67,1
20,28,dynamic,0,22.52,76,1
4,17,static,1,96.56,56,0
13,10,dynamic,0,78.52,78,0
29,26,dynamic,0,31.33,82,1
16,10,none,0,61.42,61,1
14,22,none,0,33.34,60,1
11,27,none,1,60.61,53,1
22,10,dynamic,1,73.56,97,1
4,9,none,1,94.0,19,1
26,17,dynamic,1,98.08,86,0
3,13,dynamic,0,74.77,43,0
0,26,static,0,19.59,99,1
22,23,none,1,42.9,54,0
2,28,static,1,51.63,19,1
18,14,none,0,29.91,91,1
21,4,none,1,13.96,9,1
25,27,dynamic,0,19.64,86,1
13,29,dynamic,0,60.75,29,1
5,5,static,1,74.38,42,1
8,3,static,1,31.65,82,1
3,29,dynamic,0,25.62,43,0
3,2,dynamic,0,84.62,27,1
7,29,dynamic,0,79.84,43,1
21,16,dynamic,1,36.5,83,0
27,22,dynamic,0,94.1,30,1
6,2,dynamic,0,77.61,76,0
12,11,dynamic,0,32.94,91,1
28,25,static,1,49.29,41,1
0,9,dynamic,0,46.79,36,1
5,22,static,0,98.14,29,1
18,22,dynamic,0,19.78,33,0
6,29,none,0,81.92,83,1
17,19,none,0,19.03,81,1
9,3,static,1,41.61,67,1
4,26,static,0,66.76,51,1
18,10,none,0,13.96,44,0
18,8,none,0,34.77,47,1
5,4,static,0,40.1,48,1
0,12,none,0,77.73,97,1
28,19,dynamic,0,40.47,62,1
25,5,static,1,80.94,67,0
19,28,dynamic,0,23.62,77,0
10,28,static,0,21.1,58,0
24,19,none,1,41.48,50,1
20,25,dynamic,0,64.48,70,0
0,5,none,0,33.17,86,1
14,20,none,0,73.01,76,1
1,15,dynamic,0,96.87,81,0
7,18,static,1,36.56,67,0
2,1,dynamic,1,38.78,21,0
4,1,static,0,77.26,100,0
7,18,static,1,71.99,57,1
24,23,none,1,88.49,37,0
3,29,dynamic,0,98.72,17,1
22,6,static,0,82.15,100,1
11,12,none,1,71.64,31,0
24,20,none,1,75.23,6,0
12,28,dynamic,1,43.78,11,0
16,0,none,0,28.53,59,0
9,12,static,0,37.32,54,0
21,27,static,0,79.44,32,0
9,6,none,1,16.96,90,1
21,10,static,0,63.73,57,0
7,25,dynamic,1,23.6,100,1
14,10,none,0,19.68,34,1
10,16,static,0,38.12,50,0
20,7,none,1,23.67,31,1
19,12,static,1,41.43,12,1
3,2,dynamic,1,21.06,25,1
18,2,static,0,13.76,51,1
3,18,static,0,59.73,77,0
9,27,static,0,98.91,41,0
8,24,static,0,73.02,6,1
18,13,static,1,53.65,88,1
13,13,none,1,34.23,79,1
7,25,dynamic,0,17.39,100,1
21,12,dynamic,1,67.51,31,0
21,16,static,1,87.03,51,0
4,5,dynamic,1,41.58,17,0
20,26,none,1,19.96,88,0
10,21,none,0,56.47,30,0
4,2,none,1,12.82,96,1
23,1,none,0,72.05,59,1
4,9,none,1,41.78,97,1
19,26,none,1,51.53,11,1
25,12,dynamic,1,15.42,15,0
1,6,dynamic,0,64.86,68,0
3,23,none,1,26.07,91,1
1,15,none,0,97.83,15,0
29,5,dynamic,0,33.47,50,1
26,16,static,1,18.9,30,0
27,18,none,0,76.45,32,0
19,28,dynamic,1,53.66,60,0
9,29,static,0,88.81,58,1
17,3,none,1,39.93,19,0
29,7,static,0,22.46,85,0
6,21,none,0,75.39,47,0
3,10,dynamic,0,43.57,67,0
28,2,none,1,51.98,99,1
24,14,dynamic,0,20.56,61,0
4,22,none,0,87.47,78,0
13,0,static,0,72.03,79,0
3,7,dynamic,0,43.11,65,1
0,16,none,0,43.83,45,0
5,5,dynamic,1,77.02,29,0
20,24,none,1,56.59,53,1
13,14,dynamic,1,15.59,80,1
14,7,none,1,89.44,58,0
24,8,none,0,33.41,36,0
2,22,none,1,24.88,88,1
29,3,none,1,24.8,90,0
7,4,dynamic,1,38.44,100,1
28,13,none,1,32.45,12,0
9,2,dynamic,0,30.58,74,0
26,18,none,1,51.79,100,1
25,11,dynamic,0,34.11,85,0
14,12,static,0,16.35,49,0
23,25,none,1,53.08,47,1
19,28,static,1,98.94,99,0
10,5,none,0,24.9,29,0
0,7,none,1,72.63,66,0
7,15,static,0,82.36,71,1
7,18,dynamic,1,24.23,52,1
7,6,dynamic,1,63.89,96,1
4,10,none,1,67.87,69,0
12,17,dynamic,1,91.64,13,1
11,29,dynamic,1,80.51,8,0
1,19,none,0,56.29,45,1
23,29,none,1,69.68,70,1
22,14,static,1,66.1,67,0
26,0,none,1,46.47,95,1
6,13,static,1,25.91,14,1
2,3,none,1,52.17,44,1
13,2,none,0,81.27,85,0
13,1,static,1,35.5,90,0
17,23,none,0,68.53,40,0
20,24,static,0,89.63,24,1
22,10,static,1,70.83,54,0
4,29,none,0,23.0,86,1
22,16,dynamic,0,59.53,74,1
2,5,static,0,21.13,88,0
17,13,none,1,78.64,59,0
16,16,none,1,92.19,80,1
19,8,none,1,71.78,48,1
25,12,dynamic,0,96.89,87,1
14,19,dynamic,1,26.39,46,1
1,23,dynamic,1,27.47,38,1
18,9,none,1,47.53,80,1
14,22,static,1,54.04,36,0
9,22,dynamic,1,59.07,88,0
6,29,static,0,22.02,43,0
14,13,dynamic,0,78.25,49,0
14,7,none,0,72.47,68,1
5,24,static,1,18.23,13,1
4,17,static,1,53.17,36,1
14,23,none,1,19.41,73,0
8,20,none,0,95.12,24,1
26,29,dynamic,1,47.49,97,0
2,16,static,1,17.79,45,0
18,5,none,0,51.52,89,0
16,23,static,0,98.36,6,0
24,17,none,0,82.34,33,0
0,14,static,0,33.82,50,0
20,11,none,1,47.92,14,0
3,8,none,0,82.01,65,1
13,7,static,1,47.6,62,0
17,1,none,1,98.72,25,1
14,14,static,1,98.07,16,1
3,23,dynamic,1,41.76,25,1
19,12,none,0,80.01,77,1
20,13,dynamic,0,73.99,11,1
22,8,dynamic,0,33.58,12,1
3,16,static,0,69.14,71,1
20,11,dynamic,0,86.81,21,1
9,28,none,0,40.92,47,1
9,10,none,0,76.09,63,1
3,9,dynamic,1,43.03,30,0
14,9,static,1,42.28,32,1
17,25,none,1,98.69,97,0
8,24,dynamic,0,49.77,19,1
3,15,static,1,95.22,59,0
24,18,dynamic,1,12.4,80,0
9,3,dynamic,0,19.11,97,0
14,1,none,1,38.25,89,0
8,13,static,1,45.25,9,0
1,16,static,1,16.8,41,0
29,4,none,0,22.49,10,1
18,24,none,0,34.05,13,0
2,3,static,1,19.01,61,1
19,25,none,1,45.56,50,1
12,14,static,0,44.08,71,1
10,4,dynamic,1,14.37,48,0
25,28,none,1,90.57,39,1
26,12,static,1,42.36,30,1
3,27,dynamic,0,23.99,28,0
21,5,none,0,23.97,80,1
27,8,static,0,61.13,69,0
5,12,dynamic,0,67.91,6,0
5,13,none,0,11.16,36,0
24,17,none,0,15.78,62,0
10,12,none,0,88.2,55,0
26,26,static,1,82.06,76,0
7,12,dynamic,0,78.39,85,0
4,22,dynamic,0,71.74,14,1
29,15,none,1,35.25,47,0
8,20,none,0,12.4,92,0
20,22,static,0,28.58,30,0
12,29,dynamic,0,55.93,95,1
17,8,dynamic,0,50.49,24,1
8,15,dynamic,1,41.47,25,0
22,23,dynamic,1,61.36,77,0
22,21,static,0,82.86,59,1
13,7,static,1,44.09,60,1
29,9,static,0,12.84,16,0
9,29,none,1,60.62,38,0
27,26,dynamic,0,91.81,77,1
9,19,static,0,85.78,82,0
3,13,dynamic,1,35.71,41,1
13,4,static,0,31.92,50,0
2,28,static,1,25.51,60,1
3,24,none,0,63.32,71,0
11,3,dynamic,1,67.14,27,0
2,26,dynamic,0,33.45,14,0
26,13,none,0,76.07,99,0
3,0,dynamic,1,28.03,53,1
25,24,static,1,74.61,49,1
7,23,dynamic,0,39.62,40,0
6,17,none,1,80.92,53,0
13,1,dynamic,1,44.79,74,0
16,2,dynamic,0,30.75,22,0
19,3,static,0,74.36,46,1
11,8,static,1,93.92,64,1
2,8,dynamic,0,27.57,45,0
1,15,dynamic,1,49.26,34,1
23,18,none,0,91.51,48,1
21,24,static,1,11.5,89,1
17,17,dynamic,1,18.97,25,1
27,18,none,0,87.26,78,0
9,24,none,0,30.37,95,0
12,14,dynamic,1,27.36,54,0
4,12,static,0,63.59,59,1
5,16,static,1,26.9,27,0
28,15,dynamic,0,65.65,97,1
7,29,dynamic,0,27.72,88,0
7,26,static,0,52.73,41,1
21,10,none,0,92.5,64,0
16,2,static,0,44.09,49,1
18,14,none,0,51.96,45,1
20,11,dynamic,1,24.96,70,1
25,8,none,1,88.16,86,1
1,3,static,0,75.3,65,1
24,13,dynamic,0,57.97,80,0
8,0,none,1,32.43,41,1
18,23,none,1,15.34,45,0
20,24,static,1,77.39,37,1
20,3,none,1,90.93,81,1
4,4,static,0,90.47,61,0
9,3,none,0,78.94,94,1
28,1,dynamic,1,20.97,86,0
24,8,dynamic,1,54.36,82,0
7,19,dynamic,1,98.71,10,1
2,1,static,1,22.31,9,0
22,17,none,1,34.08,70,0
8,15,none,0,72.32,40,1
23,0,static,1,47.96,91,0
20,20,dynamic,1,18.64,39,0
27,9,static,1,71.23,89,1
7,21,dynamic,1,19.76,60,0
20,18,none,0,44.39,25,0
3,9,dynamic,1,82.9,96,0
24,20,none,1,88.06,44,0
5,18,dynamic,1,77.7,76,1
26,8,none,1,48.69,29,1
7,12,dynamic,0,19.77,89,0
10,5,static,1,59.13,94,0
4,18,static,0,19.86,61,0
5,8,dynamic,0,89.73,70,0
12,3,none,1,80.85,23,0
16,20,dynamic,1,27.95,73,0
29,9,static,0,89.78,14,0
12,28,dynamic,0,25.87,92,1
2,0,none,1,41.36,59,0
16,14,none,0,54.45,50,0
3,12,static,1,71.14,37,0
25,29,none,0,87.33,95,1
18,8,dynamic,1,95.84,78,1
20,15,static,0,47.55,6,0
0,15,dynamic,0,38.73,65,0
18,15,static,0,32.68,48,0
28,7,none,1,17.29,57,0
15,25,dynamic,1,24.89,29,0
21,4,dynamic,1,95.8,89,1
24,23,none,1,27.92,88,0
8,16,none,1,84.6,49,0
1,7,none,1,15.8,16,0
4,14,none,1,76.32,96,1
11,1,dynamic,0,46.96,31,1
1,28,dynamic,1,61.5,100,0
0,14,dynamic,0,76.37,11,0
23,7,none,0,21.13,43,0
27,21,static,1,67.41,63,1
4,2,static,1,97.56,85,0
16,10,none,1,66.97,67,0
29,9,static,1,13.35,24,1
23,25,dynamic,0,72.67,31,1
0,9,dynamic,1,79.36,68,1
1,3,static,1,22.56,14,0
0,2,dynamic,0,95.11,39,0
28,12,none,0,37.92,82,0
28,18,dynamic,1,85.13,80,0
14,13,dynamic,0,70.78,37,1
26,9,dynamic,0,19.63,30,0
28,5,static,0,27.29,62,1
25,4,none,1,96.27,32,0
25,17,static,1,52.51,100,0
12,27,none,1,70.78,90,1
6,0,static,1,57.98,27,0
3,24,dynamic,0,55.04,68,1
28,22,static,0,80.49,66,1
27,4,static,0,96.89,14,1
15,4,static,1,23.37,63,1
22,5,none,1,95.92,24,0
25,1,none,0,25.51,93,0
4,14,none,0,98.05,13,1
27,22,static,1,26.65,28,0
11,10,dynamic,1,65.66,97,1
23,11,none,0,38.8,84,1
16,22,dynamic,0,92.34,57,0
5,14,static,0,20.97,9,1
27,15,static,0,57.64,72,1
11,3,dynamic,1,78.63,25,1
11,2,dynamic,1,10.11,46,0
10,22,none,0,36.81,9,0
26,3,none,0,28.14,65,0
27,15,dynamic,0,74.69,80,0
16,15,none,1,50.14,51,1
29,17,static,0,15.73,71,0
10,21,static,1,92.25,97,0
4,27,none,0,25.9,39,0
9,29,dynamic,0,92.73,67,0
10,6,dynamic,1,46.01,35,0
10,10,none,0,39.29,76,1
18,26,dynamic,0,38.34,87,1
28,4,static,1,68.71,40,1
2,7,none,0,13.3,91,1
5,2,dynamic,1,61.18,96,0
27,28,none,1,75.79,22,1
14,25,none,0,67.19,44,1
23,11,dynamic,0,39.23,58,1
22,29,none,0,55.31,51,0
16,18,static,0,91.98,56,1
13,25,static,0,44.48,38,1
13,16,static,0,17.32,34,1
4,2,none,0,94.75,58,0
5,19,none,1,10.44,15,0
28,16,static,1,72.38,31,1
16,17,static,0,77.12,17,1
8,17,static,0,81.71,27,1
24,23,none,1,99.53,66,1
28,14,dynamic,1,66.69,43,1
18,12,dynamic,1,67.66,84,0
0,11,static,1,36.63,78,0
24,12,static,1,17.06,29,1
12,17,none,0,34.49,54,0
3,19,none,0,11.63,8,0
23,14,static,1,37.05,53,1
8,18,none,0,89.2,60,1
5,4,dynamic,1,77.26,55,0
12,24,static,0,16.4,100,1
11,23,static,1,41.96,39,1
14,1,static,0,55.74,25,0
5,1,static,1,62.17,33,1
28,4,dynamic,1,89.98,21,1
28,19,dynamic,0,67.03,47,0
8,23,dynamic,1,60.56,33,1
28,19,dynamic,1,68.03,48,1
29,18,none,0,44.72,61,0
20,6,dynamic,0,42.53,8,0
21,16,dynamic,1,88.57,37,1
25,16,static,0,48.05,42,0
17,23,static,1,53.36,31,0
11,11,static,0,79.3,49,1
27,19,dynamic,1,36.18,89,1
12,2,none,1,49.7,74,1
13,29,none,1,60.57,65,1
13,8,dynamic,1,72.97,68,0
17,10,static,0,51.35,94,0
8,2,none,0,82.74,37,0
23,14,dynamic,1,21.46,72,0
9,18,none,0,54.59,75,0
8,27,dynamic,1,75.83,99,0
27,5,static,1,85.19,64,0
27,15,none,0,96.58,95,1
27,3,static,1,35.32,6,0
3,11,dynamic,1,64.31,51,0
25,19,dynamic,0,44.46,80,0
17,10,static,1,19.81,74,1
18,9,dynamic,1,94.58,99,0
12,2,static,1,14.32,72,1
17,7,none,1,23.38,74,0
27,26,none,0,39.82,57,0
26,21,static,0,77.28,17,1
4,3,static,1,55.24,16,1
12,13,dynamic,1,65.68,19,1
9,11,dynamic,1,56.13,66,1
27,23,dynamic,0,25.3,87,0
4,1,static,0,60.47,99,1
5,28,none,0,92.09,6,1
26,1,none,0,60.43,63,1
22,24,static,1,87.82,25,1
13,22,none,1,86.74,94,1
14,5,dynamic,1,91.14,77,1
18,9,dynamic,0,58.17,88,1
24,3,static,1,41.54,24,0
19,12,dynamic,1,46.97,29,0
12,2,none,1,14.59,29,0
5,4,static,1,33.11,100,0
6,29,dynamic,1,80.85,49,1
4,1,static,1,25.59,43,1
10,20,none,0,28.2,95,1
17,19,static,1,85.89,73,0
17,8,dynamic,1,70.39,9,0
11,9,none,0,20.09,86,1
0,8,none,0,54.1,92,1
10,0,none,1,51.39,80,1
21,19,none,1,61.92,72,1
21,24,dynamic,1,22.7,24,0
4,11,dynamic,0,16.77,93,1
20,15,static,1,99.27,77,0
11,5,static,1,16.48,68,0
26,0,dynamic,1,90.92,10,0
18,12,dynamic,0,42.44,16,1
14,29,none,1,31.29,42,1
10,15,none,0,18.19,45,0
9,22,none,1,52.31,88,0
22,20,none,0,28.84,16,0
9,23,dynamic,1,84.3,24,1
12,18,none,1,91.37,68,0
6,9,none,0,87.78,5,1
2,8,dynamic,1,59.65,24,0
8,5,static,0,67.92,53,1
1,19,static,0,60.5,97,0
18,8,dynamic,1,92.88,47,0
10,2,dynamic,0,97.79,63,0
11,17,dynamic,1,26.48,97,1
13,25,none,0,99.56,57,0
9,26,static,0,85.8,6,1
28,4,dynamic,0,38.1,21,1
22,3,none,1,12.42,46,0
3,21,dynamic,1,11.86,62,0
15,23,none,0,86.27,6,1
22,0,static,0,43.73,45,1
18,26,dynamic,1,90.25,20,0
29,2,dynamic,0,43.5,70,0
26,27,none,1,64.01,55,0
0,6,dynamic,1,70.21,68,1
21,14,static,0,84.51,54,0
8,23,dynamic,1,60.5,13,0
2,5,static,0,69.9,10,1
23,20,dynamic,0,24.95,21,0
24,1,static,1,18.81,84,1
25,24,none,1,33.68,58,1
28,6,static,0,33.49,9,0
20,1,none,0,21.98,53,1
13,23,static,0,94.04,70,0
2,8,dynamic,1,37.68,66,1
17,25,none,1,70.76,85,1
12,22,none,1,56.19,45,1
27,22,none,1,57.71,73,0
22,21,dynamic,1,77.78,49,1
21,21,none,1,80.37,7,0
1,4,static,0,82.36,80,1
1,6,none,1,84.36,15,1
27,13,none,1,65.31,19,0
26,29,none,1,88.22,100,1
5,3,none,0,86.23,31,1
26,24,none,1,25.31,71,0
2,24,static,1,26.68,49,1
18,11,none,1,40.31,35,1
26,7,dynamic,0,65.93,12,0
12,11,none,1,83.62,54,0
6,28,none,0,36.24,66,0
23,5,none,0,53.49,64,0
21,12,dynamic,0,72.45,18,1
22,2,dynamic,0,78.54,54,0
18,16,static,1,89.61,95,0
11,29,static,0,76.63,70,0
5,19,static,0,83.92,81,1
4,18,none,1,32.59,11,0
9,2,static,0,24.01,30,0
6,8,static,1,35.93,78,1
9,3,static,0,70.93,5,1
11,25,dynamic,1,49.34,28,1
12,16,dynamic,0,79.37,67,1
20,29,none,0,82.64,77,1
29,22,dynamic,1,96.13,46,0
15,3,static,0,16.64,25,0
11,18,dynamic,0,34.51,95,1
26,0,none,1,75.68,61,0
26,28,dynamic,1,21.22,11,0
5,2,none,1,78.11,68,1
7,9,static,0,81.64,60,1
11,5,dynamic,0,70.19,37,0
6,7,none,1,58.85,42,0
9,7,dynamic,0,35.43,33,1
2,26,dynamic,0,77.42,57,1
1,16,none,0,97.47,59,1
20,24,dynamic,1,39.2,31,0
9,12,none,0,60.83,88,0
14,27,static,1,39.23,22,1
14,21,none,1,36.57,97,0
19,17,none,0,88.31,8,1
22,24,static,1,81.31,25,0
12,3,none,1,90.63,17,1
5,8,dynamic,0,22.94,93,0
29,13,dynamic,0,98.76,60,0
4,21,static,0,13.88,67,0
25,13,static,1,41.95,41,0
17,24,none,0,76.15,45,0
14,29,none,1,28.41,86,1
